geographic_area,city,share_white_x,share_black_x,share_native_american_x,share_asian_x,share_hispanic_x,share_white_y,share_black_y,share_native_american_y,share_asian_y,share_hispanic_y,median_income,percent_completed_hs,poverty_rate
GA,mitchell town,88.4,11.1,0.5,0.0,3.0,88.4,11.1,0.5,0.0,3.0,37917.0,84.1,29.4
GA,molena city,74.2,22.8,0.0,0.5,1.4,74.2,22.8,0.0,0.5,1.4,29643.0,83.0,30.6
GA,monroe city,53.3,42.4,0.1,0.8,3.4,53.3,42.4,0.1,0.8,3.4,33097.0,77.8,31.7
GA,montezuma city,22.2,73.9,0.5,2.1,1.0,22.2,73.9,0.5,2.1,1.0,26818.0,73.3,27.5
GA,montgomery cdp,79.3,8.8,0.4,1.4,11.6,79.3,8.8,0.4,1.4,11.6,50850.0,79.6,19.1
GA,monticello city,40.2,56.5,0.3,0.3,4.0,40.2,56.5,0.3,0.3,4.0,33813.0,82.4,34.7
GA,montrose town,65.6,32.1,0.0,0.0,3.7,65.6,32.1,0.0,0.0,3.7,38750.0,89.4,10.6
GA,moody afb cdp,70.7,15.8,0.3,1.6,11.4,70.7,15.8,0.3,1.6,11.4,34188.0,100.0,19.0
GA,moreland town,86.2,9.8,0.0,0.5,3.0,86.2,9.8,0.0,0.5,3.0,57083.0,90.2,9.0
GA,morgan city,47.1,47.9,0.0,0.8,2.5,47.1,47.9,0.0,0.8,2.5,33889.0,64.4,58.7
GA,morganton city,99.0,0.0,0.0,0.0,0.3,99.0,0.0,0.0,0.0,0.3,37250.0,87.2,18.7
GA,morrow city,22.1,45.5,0.3,25.5,9.5,22.1,45.5,0.3,25.5,9.5,48230.0,73.8,16.2
GA,morven city,36.5,56.8,0.2,0.0,8.5,36.5,56.8,0.2,0.0,8.5,28073.0,66.8,25.1
GA,moultrie city,42.6,49.5,0.3,0.7,10.2,42.6,49.5,0.3,0.7,10.2,25181.0,72.3,36.0
GA,mountain city town,86.2,0.5,1.2,0.7,16.3,86.2,0.5,1.2,0.7,16.3,21613.0,75.2,25.3
GA,mountain park city,97.4,0.7,0.4,0.4,3.1,97.4,0.7,0.4,0.4,3.1,56406.0,97.9,14.6
GA,mountain park cdp,67.9,14.7,0.5,11.8,6.8,67.9,14.7,0.5,11.8,6.8,70814.0,90.8,9.3
GA,mount airy town,81.3,2.3,0.2,7.9,11.9,81.3,2.3,0.2,7.9,11.9,41184.0,72.5,18.1
GA,mount vernon city,51.6,42.9,0.0,0.5,5.4,51.6,42.9,0.0,0.5,5.4,30417.0,83.0,25.7
GA,mount zion city,90.2,3.8,0.7,2.2,2.5,90.2,3.8,0.7,2.2,2.5,41976.0,79.0,28.5
GA,nahunta city,80.6,17.2,0.0,0.0,2.1,80.6,17.2,0.0,0.0,2.1,29022.0,75.3,19.6
GA,nashville city,74.8,21.2,0.4,0.4,3.2,74.8,21.2,0.4,0.4,3.2,26102.0,77.8,31.1
GA,nelson city,92.1,4.5,0.0,0.5,1.1,92.1,4.5,0.0,0.5,1.1,49306.0,79.9,22.1
GA,newborn town,78.6,16.1,1.4,0.6,4.5,78.6,16.1,1.4,0.6,4.5,39643.0,72.7,18.3
GA,newington town,67.2,32.1,0.4,0.0,0.0,67.2,32.1,0.4,0.0,0.0,20694.0,86.1,28.9
GA,newnan city,58.9,30.2,0.3,2.6,11.0,58.9,30.2,0.3,2.6,11.0,50052.0,87.5,22.6
GA,newton city,42.7,51.5,0.3,0.0,7.2,42.7,51.5,0.3,0.0,7.2,20962.0,73.3,38.2
GA,nicholls city,44.4,54.1,0.1,0.1,2.9,44.4,54.1,0.1,0.1,2.9,26205.0,70.2,39.7
GA,nicholson city,90.2,4.9,0.2,0.7,4.7,90.2,4.9,0.2,0.7,4.7,41389.0,66.9,16.6
GA,norcross city,40.8,19.8,0.7,12.8,39.4,40.8,19.8,0.7,12.8,39.4,39519.0,68.5,29.6
GA,norman park city,65.9,21.7,2.3,0.3,11.9,65.9,21.7,2.3,0.3,11.9,40781.0,79.2,21.7
GA,norristown cdp,89.8,6.8,0.0,0.0,0.0,89.8,6.8,0.0,0.0,0.0,19792.0,68.6,41.5
GA,north decatur cdp,72.7,12.2,0.3,11.1,4.0,72.7,12.2,0.3,11.1,4.0,62205.0,93.0,15.9
GA,north druid hills cdp,68.9,12.9,0.3,11.2,9.7,68.9,12.9,0.3,11.2,9.7,53769.0,96.8,15.6
GA,north high shoals town,94.2,3.1,0.2,1.1,3.7,94.2,3.1,0.2,1.1,3.7,73125.0,86.3,7.4
GA,norwood city,32.6,66.9,0.0,0.0,0.8,32.6,66.9,0.0,0.0,0.8,26250.0,46.6,19.9
GA,nunez city,65.3,29.3,0.0,0.0,8.2,65.3,29.3,0.0,0.0,8.2,48750.0,67.2,15.0
GA,oak park town,87.0,4.1,0.0,0.0,9.7,87.0,4.1,0.0,0.0,9.7,25000.0,60.4,42.4
GA,oakwood city,72.4,11.8,0.6,1.9,24.0,72.4,11.8,0.6,1.9,24.0,39444.0,82.7,15.5
GA,ochlocknee town,66.0,30.8,1.0,0.0,3.6,66.0,30.8,1.0,0.0,3.6,33182.0,62.0,42.4
GA,ocilla city,39.5,57.7,0.1,0.8,1.9,39.5,57.7,0.1,0.8,1.9,23077.0,81.7,39.5
GA,oconee city,65.5,33.7,0.0,0.4,1.6,65.5,33.7,0.0,0.4,1.6,41364.0,81.6,10.0
GA,odum city,87.5,8.7,0.2,1.6,1.6,87.5,8.7,0.2,1.6,1.6,57250.0,70.8,19.8
GA,offerman city,77.6,11.3,0.2,0.7,9.8,77.6,11.3,0.2,0.7,9.8,37083.0,64.6,25.1
GA,oglethorpe city,29.1,67.3,0.1,1.0,3.2,29.1,67.3,0.1,1.0,3.2,15592.0,60.8,39.2
GA,oliver city,45.2,53.6,0.0,0.0,0.8,45.2,53.6,0.0,0.0,0.8,36354.0,68.6,11.3
GA,omega city,52.2,14.3,0.8,0.7,43.5,52.2,14.3,0.8,0.7,43.5,15652.0,66.2,58.7
GA,orchard hill town,80.9,10.5,0.0,0.5,8.1,80.9,10.5,0.0,0.5,8.1,27500.0,47.0,34.7
GA,oxford city,53.1,31.3,0.2,10.1,4.7,53.1,31.3,0.2,10.1,4.7,43750.0,81.2,19.6
GA,palmetto city,33.2,57.4,0.1,0.7,12.7,33.2,57.4,0.1,0.7,12.7,41489.0,78.7,24.6
GA,panthersville cdp,1.7,96.5,0.1,0.3,1.1,1.7,96.5,0.1,0.3,1.1,32455.0,88.2,25.2
GA,parrott town,57.6,41.8,0.0,0.0,0.6,57.6,41.8,0.0,0.0,0.6,41875.0,79.3,1.7
GA,patterson city,75.5,20.7,0.3,1.0,4.1,75.5,20.7,0.3,1.0,4.1,27560.0,88.8,38.9
GA,pavo city,68.7,27.1,0.3,0.0,2.9,68.7,27.1,0.3,0.0,2.9,32500.0,66.7,21.6
GA,payne city,32.6,65.1,0.0,0.0,1.4,32.6,65.1,0.0,0.0,1.4,18864.0,70.3,51.9
GA,peachtree city city,82.3,7.4,0.3,5.3,7.1,82.3,7.4,0.3,5.3,7.1,85420.0,95.5,7.5
GA,pearson city,39.0,31.7,0.3,0.5,38.6,39.0,31.7,0.3,0.5,38.6,23527.0,58.1,31.4
GA,pelham city,36.9,60.3,0.2,0.3,2.8,36.9,60.3,0.2,0.3,2.8,22121.0,68.2,35.9
GA,pembroke city,60.5,34.6,0.5,1.3,3.2,60.5,34.6,0.5,1.3,3.2,36314.0,85.2,27.9
GA,pendergrass town,89.8,4.0,0.2,0.7,3.8,89.8,4.0,0.2,0.7,3.8,40000.0,76.5,10.8
GA,perry city,59.4,35.9,0.2,2.0,3.0,59.4,35.9,0.2,2.0,3.0,46051.0,87.2,22.2
GA,phillipsburg cdp,5.2,94.2,0.1,0.1,1.7,5.2,94.2,0.1,0.1,1.7,12336.0,85.1,61.0
GA,pinehurst city,49.9,48.1,0.0,0.0,6.4,49.9,48.1,0.0,0.0,6.4,29250.0,78.0,21.8
GA,pine lake city,65.6,22.6,1.0,2.3,10.7,65.6,22.6,1.0,2.3,10.7,52083.0,93.0,15.4
GA,pine mountain town,61.8,34.7,0.8,0.8,3.0,61.8,34.7,0.8,0.8,3.0,34265.0,90.2,29.7
GA,pineview town,32.9,64.1,0.6,0.0,1.5,32.9,64.1,0.6,0.0,1.5,18281.0,77.7,50.1
GA,pitts city,75.3,23.4,0.3,0.0,0.6,75.3,23.4,0.3,0.0,0.6,19861.0,71.7,38.0
GA,plains city,51.4,42.7,0.0,0.0,6.6,51.4,42.7,0.0,0.0,6.6,26875.0,69.1,30.6
GA,plainville city,95.8,1.3,0.0,0.0,2.9,95.8,1.3,0.0,0.0,2.9,36250.0,63.6,17.9
GA,pooler city,65.4,25.4,0.2,3.8,6.6,65.4,25.4,0.2,3.8,6.6,66161.0,94.4,7.6
GA,portal town,81.7,17.4,0.0,0.2,2.2,81.7,17.4,0.0,0.2,2.2,35000.0,73.6,32.5
GA,porterdale city,66.5,27.5,0.4,0.1,4.2,66.5,27.5,0.4,0.1,4.2,32813.0,73.5,26.7
GA,port wentworth city,61.1,31.4,0.2,1.7,8.2,61.1,31.4,0.2,1.7,8.2,61643.0,92.1,4.8
GA,poulan city,76.5,21.4,0.4,0.2,0.7,76.5,21.4,0.4,0.2,0.7,27396.0,69.8,31.6
GA,powder springs city,41.6,49.9,0.2,1.1,9.1,41.6,49.9,0.2,1.1,9.1,55528.0,88.1,18.7
GA,pulaski town,66.5,22.9,0.0,0.0,15.4,66.5,22.9,0.0,0.0,15.4,36875.0,84.8,28.8
GA,putney cdp,51.3,45.1,0.5,0.4,2.0,51.3,45.1,0.5,0.4,2.0,44375.0,81.0,11.3
GA,quitman city,27.0,68.1,0.2,0.3,5.7,27.0,68.1,0.2,0.3,5.7,22260.0,69.9,38.8
GA,ranger town,100.0,0.0,0.0,0.0,1.5,100.0,0.0,0.0,0.0,1.5,31667.0,65.7,11.2
GA,raoul cdp,66.8,24.6,0.4,0.7,10.2,66.8,24.6,0.4,0.7,10.2,31075.0,69.3,13.7
GA,ray city city,71.5,21.0,0.6,0.4,6.1,71.5,21.0,0.6,0.4,6.1,25000.0,85.5,32.6
GA,rayle town,47.2,44.7,0.0,2.5,4.5,47.2,44.7,0.0,2.5,4.5,33333.0,58.5,33.8
GA,rebecca town,94.1,4.3,0.5,0.0,1.1,94.1,4.3,0.5,0.0,1.1,35179.0,62.4,40.0
GA,redan cdp,3.0,93.9,0.2,0.5,2.4,3.0,93.9,0.2,0.5,2.4,46212.0,92.1,14.8
GA,reed creek cdp,93.9,4.2,0.0,0.7,1.0,93.9,4.2,0.0,0.7,1.0,45386.0,86.4,16.9
GA,register town,89.7,8.6,0.0,0.6,0.0,89.7,8.6,0.0,0.6,0.0,37250.0,77.1,10.5
GA,reidsville city,49.3,47.4,0.1,0.5,5.2,49.3,47.4,0.1,0.5,5.2,16729.0,80.6,47.0
GA,remerton city,64.6,29.3,0.4,0.8,4.9,64.6,29.3,0.4,0.8,4.9,22894.0,96.4,51.8
GA,rentz city,87.1,9.2,0.0,0.3,1.7,87.1,9.2,0.0,0.3,1.7,22159.0,88.8,29.0
GA,resaca town,77.2,0.7,0.2,0.4,26.3,77.2,0.7,0.2,0.4,26.3,36656.0,70.7,23.3
GA,rest haven town,88.7,1.6,0.0,0.0,9.7,88.7,1.6,0.0,0.0,9.7,33750.0,54.9,28.7
GA,reynolds city,54.7,43.9,0.0,0.4,2.6,54.7,43.9,0.0,0.4,2.6,27364.0,81.9,24.7
GA,rhine town,67.3,29.9,0.3,0.0,4.8,67.3,29.9,0.3,0.0,4.8,23125.0,69.4,37.2
GA,riceboro city,6.1,91.7,0.0,0.1,1.6,6.1,91.7,0.0,0.1,1.6,31458.0,78.7,16.1
GA,richland city,28.0,69.4,0.2,0.5,2.2,28.0,69.4,0.2,0.5,2.2,19079.0,64.5,40.4
GA,richmond hill city,74.2,16.9,0.4,2.9,7.5,74.2,16.9,0.4,2.9,7.5,62607.0,93.8,13.2
GA,rincon town,71.8,21.1,0.3,1.9,4.8,71.8,21.1,0.3,1.9,4.8,62203.0,89.5,13.6
GA,ringgold city,89.2,5.1,0.2,1.9,2.7,89.2,5.1,0.2,1.9,2.7,37823.0,79.8,15.1
GA,riverdale city,8.0,80.0,0.3,6.8,6.0,8.0,80.0,0.3,6.8,6.0,34158.0,85.6,29.5
GA,roberta city,51.3,44.0,0.2,1.5,3.1,51.3,44.0,0.2,1.5,3.1,21458.0,71.8,38.7
GA,robins afb cdp,72.6,18.5,0.3,2.1,9.2,72.6,18.5,0.3,2.1,9.2,62125.0,96.5,8.2
GA,rochelle city,51.4,46.1,0.0,0.8,2.4,51.4,46.1,0.0,0.8,2.4,33242.0,73.7,16.4
GA,rockmart city,74.4,20.8,0.3,0.9,2.6,74.4,20.8,0.3,0.9,2.6,32008.0,76.8,23.0
GA,rocky ford town,64.6,30.6,0.7,0.0,2.1,64.6,30.6,0.7,0.0,2.1,25455.0,86.1,13.6
GA,rome city,57.4,27.8,0.6,1.9,16.2,57.4,27.8,0.6,1.9,16.2,34874.0,74.4,28.1
GA,roopville town,81.7,17.9,0.5,0.0,0.0,81.7,17.9,0.5,0.0,0.0,50096.0,87.2,17.7
GA,rossville city,88.1,8.0,0.3,0.4,2.8,88.1,8.0,0.3,0.4,2.8,32182.0,68.1,34.3
GA,roswell city,74.7,11.7,0.3,4.0,16.6,74.7,11.7,0.3,4.0,16.6,82150.0,93.1,9.3
GA,royston city,72.3,22.7,0.2,0.9,3.2,72.3,22.7,0.2,0.9,3.2,23775.0,71.6,26.6
GA,russell cdp,65.5,15.7,1.1,4.2,17.0,65.5,15.7,1.1,4.2,17.0,34417.0,65.3,18.3
GA,rutledge city,65.2,32.8,0.0,0.5,0.6,65.2,32.8,0.0,0.5,0.6,38125.0,77.9,18.4
GA,st. marys city,74.2,18.7,0.5,1.4,6.0,74.2,18.7,0.5,1.4,6.0,50703.0,94.5,14.3
GA,st. simons cdp,94.8,2.8,0.1,1.0,2.2,94.8,2.8,0.1,1.0,2.2,65769.0,94.9,5.0
GA,sale city city,73.9,15.0,0.5,1.3,10.5,73.9,15.0,0.5,1.3,10.5,36250.0,83.9,30.7
GA,salem cdp,1.6,97.7,0.3,0.0,0.3,1.6,97.7,0.3,0.0,0.3,31154.0,76.8,14.7
GA,sandersville city,36.6,60.7,0.1,0.7,1.4,36.6,60.7,0.1,0.7,1.4,29034.0,81.8,35.3
GA,sandy springs city,65.0,20.0,0.3,5.0,14.2,65.0,20.0,0.3,5.0,14.2,63917.0,94.1,12.3
GA,santa claus city,92.1,5.5,0.0,0.0,5.5,92.1,5.5,0.0,0.0,5.5,35682.0,81.8,8.9
GA,sardis city,43.6,54.9,0.4,0.0,0.7,43.6,54.9,0.4,0.0,0.7,29886.0,71.5,41.1
GA,sasser town,49.8,45.9,1.1,0.0,2.2,49.8,45.9,1.1,0.0,2.2,27396.0,68.5,27.0
GA,satilla cdp,93.8,1.2,0.2,1.2,7.4,93.8,1.2,0.2,1.2,7.4,36719.0,74.6,3.1
GA,savannah city,38.3,55.4,0.3,2.0,4.7,38.3,55.4,0.3,2.0,4.7,36466.0,86.0,26.5
GA,scotland city,65.6,34.2,0.0,0.0,1.4,65.6,34.2,0.0,0.0,1.4,32500.0,87.2,22.4
GA,scottdale cdp,32.3,38.3,0.2,23.1,5.3,32.3,38.3,0.2,23.1,5.3,40015.0,80.1,37.9
GA,screven city,64.0,33.7,0.8,0.3,1.7,64.0,33.7,0.8,0.3,1.7,44063.0,80.5,17.4
GA,senoia city,80.3,14.5,0.3,1.6,5.6,80.3,14.5,0.3,1.6,5.6,81034.0,90.4,9.4
GA,seville cdp,87.6,9.9,0.5,0.0,2.0,87.6,9.9,0.5,0.0,2.0,28917.0,63.9,43.2
GA,shady dale town,58.6,12.9,0.0,0.0,27.7,58.6,12.9,0.0,0.0,27.7,41765.0,77.6,15.7
GA,shannon cdp,95.0,1.3,0.2,0.6,2.3,95.0,1.3,0.2,0.6,2.3,37198.0,88.1,17.5
GA,sharon city,42.1,53.6,0.0,0.0,4.3,42.1,53.6,0.0,0.0,4.3,21528.0,53.3,29.1
GA,sharpsburg town,89.4,8.2,0.0,0.9,6.5,89.4,8.2,0.0,0.9,6.5,63393.0,82.3,17.5
GA,shellman city,31.5,68.1,0.0,0.0,0.1,31.5,68.1,0.0,0.0,0.1,21793.0,73.5,31.7
GA,shiloh city,73.7,25.2,0.0,0.0,1.1,73.7,25.2,0.0,0.0,1.1,52813.0,80.2,1.8
GA,siloam town,26.6,70.6,0.0,1.1,0.4,26.6,70.6,0.0,1.1,0.4,30893.0,75.2,24.9
GA,skidaway island cdp,96.5,0.8,0.1,1.9,1.3,96.5,0.8,0.1,1.9,1.3,106042.0,99.0,2.4
GA,sky valley city,97.1,0.0,0.0,1.8,1.5,97.1,0.0,0.0,1.8,1.5,71250.0,97.4,5.2
GA,smithville city,23.5,75.0,1.0,0.2,0.9,23.5,75.0,1.0,0.2,0.9,40000.0,84.7,21.1
GA,smyrna city,53.8,31.6,0.4,4.9,14.9,53.8,31.6,0.4,4.9,14.9,62363.0,90.5,13.4
GA,snellville city,61.0,30.0,0.3,3.3,7.4,61.0,30.0,0.3,3.3,7.4,60347.0,94.3,13.3
GA,social circle city,60.7,35.9,0.2,0.6,3.1,60.7,35.9,0.2,0.6,3.1,44004.0,79.6,12.4
GA,soperton city,40.8,57.5,0.3,0.1,1.0,40.8,57.5,0.3,0.1,1.0,27336.0,74.8,32.8
GA,sparks town,42.5,49.6,0.0,1.2,8.8,42.5,49.6,0.0,1.2,8.8,27308.0,65.5,33.1
GA,sparta city,14.2,82.9,0.1,2.1,1.0,14.2,82.9,0.1,2.1,1.0,24321.0,76.6,34.4
GA,springfield city,67.4,28.7,0.6,0.4,2.8,67.4,28.7,0.6,0.4,2.8,45417.0,80.0,13.9
GA,stapleton city,66.2,30.8,0.5,0.2,1.4,66.2,30.8,0.5,0.2,1.4,27188.0,65.4,23.6
GA,statenville cdp,64.2,11.7,3.6,0.9,29.2,64.2,11.7,3.6,0.9,29.2,24531.0,66.3,49.9
GA,statesboro city,54.4,40.1,0.2,2.0,3.0,54.4,40.1,0.2,2.0,3.0,22763.0,85.7,52.3
GA,statham city,72.1,16.7,0.1,1.2,12.6,72.1,16.7,0.1,1.2,12.6,43954.0,70.8,14.1
GA,stillmore city,37.0,57.9,0.0,0.4,4.5,37.0,57.9,0.0,0.4,4.5,31389.0,74.7,24.2
GA,stockbridge city,28.8,55.7,0.3,7.6,9.5,28.8,55.7,0.3,7.6,9.5,54283.0,87.7,15.4
GA,stone mountain city,16.8,75.2,0.4,3.3,5.3,16.8,75.2,0.4,3.3,5.3,36729.0,86.6,20.9
GA,sugar hill city,72.4,9.8,0.3,6.3,19.6,72.4,9.8,0.3,6.3,19.6,72202.0,92.4,12.3
GA,summertown city,60.0,37.5,0.0,0.0,0.0,60.0,37.5,0.0,0.0,0.0,40313.0,71.9,26.3
GA,summerville city,72.2,24.3,0.4,0.2,2.0,72.2,24.3,0.4,0.2,2.0,21662.0,65.1,30.5
GA,sumner town,74.5,24.1,0.0,0.0,1.9,74.5,24.1,0.0,0.0,1.9,42083.0,73.7,15.4
GA,sunny side city,95.5,3.0,0.0,0.0,1.5,95.5,3.0,0.0,0.0,1.5,38750.0,96.9,14.9
GA,sunnyside cdp,85.3,10.4,0.5,0.8,2.7,85.3,10.4,0.5,0.8,2.7,59096.0,97.2,46.6
GA,sunset village cdp,94.4,3.1,0.5,0.0,1.1,94.4,3.1,0.5,0.0,1.1,59310.0,74.3,0.0
GA,surrency town,57.2,30.3,1.5,1.5,8.0,57.2,30.3,1.5,1.5,8.0,26563.0,68.8,30.4
GA,suwanee city,67.4,10.8,0.1,18.0,6.7,67.4,10.8,0.1,18.0,6.7,82440.0,93.6,7.3
GA,swainsboro city,38.1,56.5,0.2,1.1,4.8,38.1,56.5,0.2,1.1,4.8,28094.0,74.8,41.1
GA,sycamore city,61.7,35.9,0.6,0.0,2.8,61.7,35.9,0.6,0.0,2.8,37222.0,64.9,30.4
GA,sylvania city,46.4,50.6,0.3,1.2,1.4,46.4,50.6,0.3,1.2,1.4,30461.0,79.9,30.4
GA,sylvester city,38.5,59.6,0.0,0.6,1.1,38.5,59.6,0.0,0.6,1.1,28414.0,74.0,28.7
GA,talahi island cdp,94.3,2.3,0.1,2.3,1.4,94.3,2.3,0.1,2.3,1.4,71111.0,93.4,3.8
GA,talbotton city,15.1,84.1,0.2,0.0,1.9,15.1,84.1,0.2,0.0,1.9,19167.0,72.2,34.2
GA,talking rock town,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,42500.0,76.7,6.7
GA,tallapoosa city,92.3,4.8,0.1,0.8,0.6,92.3,4.8,0.1,0.8,0.6,38097.0,77.8,24.0
GA,tallulah falls town,95.8,0.0,0.6,0.0,5.4,95.8,0.0,0.6,0.0,5.4,52500.0,88.9,0.0
GA,talmo town,96.1,0.0,0.0,1.7,5.6,96.1,0.0,0.0,1.7,5.6,59375.0,82.9,8.9
GA,taylorsville town,89.0,3.3,1.4,0.0,5.2,89.0,3.3,1.4,0.0,5.2,58750.0,92.3,4.5
GA,temple city,73.2,22.4,0.4,0.4,3.4,73.2,22.4,0.4,0.4,3.4,46275.0,72.9,6.8
GA,tennille city,33.8,63.2,0.1,0.6,1.2,33.8,63.2,0.1,0.6,1.2,28750.0,78.6,36.7
GA,the rock cdp,95.0,1.3,0.0,0.0,6.3,95.0,1.3,0.0,0.0,6.3,46116.0,95.7,0.0
GA,thomaston city,54.8,41.1,0.2,0.5,3.2,54.8,41.1,0.2,0.5,3.2,27097.0,72.0,30.4
GA,thomasville city,43.0,53.8,0.3,0.8,2.3,43.0,53.8,0.3,0.8,2.3,31679.0,82.4,27.9
GA,thomson city,34.7,62.7,0.3,0.3,1.5,34.7,62.7,0.3,0.3,1.5,21425.0,69.8,40.1
GA,thunderbolt town,52.9,35.1,0.6,4.6,9.0,52.9,35.1,0.6,4.6,9.0,50962.0,89.5,12.6
GA,tifton city,52.3,36.3,0.2,1.9,11.4,52.3,36.3,0.2,1.9,11.4,32119.0,77.3,39.8
GA,tiger town,97.5,0.0,0.0,0.0,3.9,97.5,0.0,0.0,0.0,3.9,24107.0,82.3,41.1
GA,tignall town,49.1,49.6,0.0,0.0,1.3,49.1,49.6,0.0,0.0,1.3,26750.0,77.7,35.2
GA,toccoa city,73.1,21.8,0.4,1.1,2.4,73.1,21.8,0.4,1.1,2.4,33527.0,83.1,23.2
GA,toomsboro city,49.4,47.2,0.4,0.0,1.1,49.4,47.2,0.4,0.0,1.1,30563.0,67.6,19.4
GA,trenton city,95.5,0.7,0.3,0.8,3.2,95.5,0.7,0.3,0.8,3.2,34052.0,79.9,25.3
GA,trion town,77.1,2.1,0.3,1.0,21.0,77.1,2.1,0.3,1.0,21.0,39942.0,67.8,28.0
GA,tucker cdp,63.0,22.3,0.4,7.4,10.6,63.0,22.3,0.4,7.4,10.6,60656.0,92.6,16.6
GA,tunnel hill city,93.5,3.7,0.7,0.2,3.5,93.5,3.7,0.7,0.2,3.5,47037.0,81.6,4.4
GA,turin town,90.9,8.4,0.0,0.4,1.5,90.9,8.4,0.0,0.4,1.5,86875.0,92.7,6.3
GA,twin city city,44.4,53.5,0.1,0.3,1.8,44.4,53.5,0.1,0.3,1.8,22829.0,68.3,55.2
GA,tybee island city,93.5,3.1,0.5,1.2,1.5,93.5,3.1,0.5,1.2,1.5,65545.0,93.4,19.0
GA,tyrone town,67.5,25.3,0.2,3.4,3.6,67.5,25.3,0.2,3.4,3.6,82500.0,91.6,11.8
GA,ty ty city,59.3,34.9,0.1,1.0,6.1,59.3,34.9,0.1,1.0,6.1,27440.0,76.0,36.0
GA,unadilla city,34.0,62.5,0.1,0.5,6.3,34.0,62.5,0.1,0.5,6.3,30156.0,63.9,30.0
GA,union city city,11.1,82.3,0.2,0.9,7.0,11.1,82.3,0.2,0.9,7.0,34966.0,85.9,27.1
GA,union point city,42.2,53.2,0.5,0.3,5.3,42.2,53.2,0.5,0.3,5.3,20944.0,71.7,45.5
GA,unionville cdp,1.0,96.1,0.3,0.1,2.2,1.0,96.1,0.3,0.1,2.2,17088.0,66.5,41.0
GA,uvalda city,60.4,34.8,0.0,0.5,3.2,60.4,34.8,0.0,0.5,3.2,27596.0,82.3,40.2
GA,valdosta city,43.3,51.1,0.3,1.7,4.0,43.3,51.1,0.3,1.7,4.0,29336.0,82.6,35.0
GA,varnell city,83.0,4.3,0.6,2.8,17.3,83.0,4.3,0.6,2.8,17.3,52969.0,84.4,8.8
GA,vernonburg town,98.4,0.0,0.0,1.6,0.0,98.4,0.0,0.0,1.6,0.0,140156.0,99.0,2.4
GA,vidalia city,54.3,40.7,0.2,1.4,4.6,54.3,40.7,0.2,1.4,4.6,36077.0,79.8,22.8
GA,vidette city,67.9,27.7,0.0,1.8,0.9,67.9,27.7,0.0,1.8,0.9,63750.0,80.6,3.1
GA,vienna city,24.9,68.8,0.1,0.5,8.0,24.9,68.8,0.1,0.5,8.0,24250.0,78.0,42.7
GA,villa rica city,58.3,33.5,0.3,1.7,7.6,58.3,33.5,0.3,1.7,7.6,48268.0,87.2,18.1
GA,vinings cdp,63.5,28.1,0.2,4.2,5.2,63.5,28.1,0.2,4.2,5.2,68610.0,95.8,5.5
GA,waco city,97.1,1.4,0.0,0.2,1.2,97.1,1.4,0.0,0.2,1.2,35781.0,70.2,15.4
GA,wadley city,17.4,79.2,0.1,0.6,4.8,17.4,79.2,0.1,0.6,4.8,23097.0,68.5,33.7
GA,waleska city,85.1,8.9,0.2,1.4,3.7,85.1,8.9,0.2,1.4,3.7,39250.0,78.3,19.9
GA,walnut grove city,90.1,5.3,0.3,0.7,3.5,90.1,5.3,0.3,0.7,3.5,52159.0,84.7,8.4
GA,walthourville city,31.6,57.7,0.7,1.4,8.3,31.6,57.7,0.7,1.4,8.3,38424.0,86.4,27.6
GA,warm springs city,66.6,31.3,0.5,0.9,0.9,66.6,31.3,0.5,0.9,0.9,32279.0,72.1,30.4
GA,warner robins city,53.2,37.1,0.4,2.6,7.6,53.2,37.1,0.4,2.6,7.6,42795.0,89.0,23.1
GA,warrenton city,27.2,70.6,0.3,0.8,1.3,27.2,70.6,0.3,0.8,1.3,18472.0,62.4,45.2
GA,warwick city,35.2,63.8,0.2,0.5,0.0,35.2,63.8,0.2,0.5,0.0,22743.0,64.1,38.5
GA,washington city,36.0,60.5,0.2,0.7,1.5,36.0,60.5,0.2,0.7,1.5,28857.0,82.5,28.1
GA,watkinsville city,87.6,6.3,0.2,2.4,4.3,87.6,6.3,0.2,2.4,4.3,57917.0,91.4,7.7
GA,waverly hall town,57.8,38.1,1.0,0.4,2.7,57.8,38.1,1.0,0.4,2.7,43000.0,82.1,14.9
GA,waycross city,40.7,55.1,0.3,0.8,2.8,40.7,55.1,0.3,0.8,2.8,25082.0,80.6,36.3
GA,waynesboro city,26.4,70.7,0.0,0.4,2.0,26.4,70.7,0.0,0.4,2.0,23117.0,75.0,41.2
GA,webster county unified government,54.0,42.3,0.0,0.3,3.5,54.0,42.3,0.0,0.3,3.5,37063.0,75.7,22.5
GA,west point city,39.1,57.7,0.2,1.0,2.5,39.1,57.7,0.2,1.0,2.5,31955.0,79.8,28.4
GA,whigham city,61.1,35.9,2.1,0.0,0.8,61.1,35.9,2.1,0.0,0.8,37708.0,73.4,30.5
GA,white city,85.5,3.4,0.0,0.0,11.0,85.5,3.4,0.0,0.0,11.0,35125.0,78.6,20.2
GA,whitemarsh island cdp,82.6,8.5,0.1,6.1,3.0,82.6,8.5,0.1,6.1,3.0,57378.0,97.2,11.0
