geographic_area,city,share_white_x,share_black_x,share_native_american_x,share_asian_x,share_hispanic_x,share_white_y,share_black_y,share_native_american_y,share_asian_y,share_hispanic_y,median_income,percent_completed_hs,poverty_rate
PA,conneaut lakeshore cdp,98.0,0.5,0.1,0.3,0.9,98.0,0.5,0.1,0.3,0.9,44625.0,91.3,8.2
PA,conneautville borough,96.9,1.2,0.4,0.1,0.8,96.9,1.2,0.4,0.1,0.8,44044.0,90.8,21.4
PA,connellsville city,93.2,4.5,0.1,0.4,0.7,93.2,4.5,0.1,0.4,0.7,29560.0,86.2,27.3
PA,connoquenessing borough,98.7,0.0,0.2,0.6,0.0,98.7,0.0,0.2,0.6,0.0,56875.0,90.3,8.5
PA,conshohocken borough,88.7,6.5,0.1,1.8,3.5,88.7,6.5,0.1,1.8,3.5,73261.0,93.6,11.5
PA,conway borough,96.7,1.1,0.1,0.3,1.0,96.7,1.1,0.1,0.3,1.0,48447.0,91.1,6.8
PA,conyngham borough,97.4,0.5,0.1,0.9,2.0,97.4,0.5,0.1,0.9,2.0,63500.0,99.5,5.6
PA,coopersburg borough,95.7,0.6,0.1,1.1,3.5,95.7,0.6,0.1,1.1,3.5,54648.0,85.4,4.9
PA,cooperstown borough,98.9,0.4,0.2,0.4,0.4,98.9,0.4,0.2,0.4,0.4,50769.0,90.6,9.9
PA,coplay borough,92.5,2.6,0.3,1.0,6.3,92.5,2.6,0.3,1.0,6.3,43750.0,88.0,12.4
PA,coral cdp,98.8,0.3,0.0,0.6,0.3,98.8,0.3,0.0,0.6,0.3,51122.0,79.2,23.9
PA,coraopolis borough,83.1,12.0,0.2,0.4,1.8,83.1,12.0,0.2,0.4,1.8,34483.0,89.8,17.0
PA,cornwall borough,97.5,0.6,0.0,0.9,1.8,97.5,0.6,0.0,0.9,1.8,74044.0,93.5,1.5
PA,cornwells heights cdp,92.8,2.2,0.1,1.2,5.2,92.8,2.2,0.1,1.2,5.2,60577.0,93.9,4.6
PA,corry city,97.5,0.5,0.2,0.3,0.8,97.5,0.5,0.2,0.3,0.8,37454.0,89.0,24.0
PA,corsica borough,98.6,0.0,1.1,0.0,0.8,98.6,0.0,1.1,0.0,0.8,36500.0,89.7,27.6
PA,coudersport borough,97.6,0.5,0.3,0.4,1.6,97.6,0.5,0.3,0.4,1.6,38472.0,89.5,13.4
PA,courtdale borough,99.0,0.3,0.0,0.0,1.2,99.0,0.3,0.0,0.0,1.2,51136.0,85.1,7.6
PA,crabtree cdp,98.2,0.4,0.4,0.4,0.4,98.2,0.4,0.4,0.4,0.4,37917.0,92.0,7.8
PA,crafton borough,91.7,4.6,0.1,0.8,1.4,91.7,4.6,0.1,0.8,1.4,52674.0,95.8,4.3
PA,cranesville borough,98.0,0.0,0.0,0.0,0.6,98.0,0.0,0.0,0.0,0.6,58214.0,93.6,9.8
PA,creekside borough,97.4,0.3,0.0,0.0,1.0,97.4,0.3,0.0,0.0,1.0,36500.0,90.1,13.8
PA,crenshaw cdp,98.1,0.0,0.2,1.1,0.4,98.1,0.0,0.2,1.1,0.4,39420.0,92.0,11.5
PA,cresson borough,98.8,0.4,0.1,0.2,0.4,98.8,0.4,0.1,0.2,0.4,38438.0,90.3,14.8
PA,cressona borough,96.8,0.8,0.1,1.1,1.9,96.8,0.8,0.1,1.1,1.9,55169.0,88.7,9.6
PA,cross creek cdp,97.8,2.2,0.0,0.0,5.1,97.8,2.2,0.0,0.0,5.1,39375.0,96.9,10.8
PA,cross roads borough,97.5,1.8,0.0,0.4,0.8,97.5,1.8,0.0,0.4,0.8,67500.0,90.6,3.2
PA,croydon cdp,86.6,4.9,0.3,2.9,7.4,86.6,4.9,0.3,2.9,7.4,54355.0,86.2,11.1
PA,crucible cdp,97.7,0.0,0.3,0.0,1.0,97.7,0.0,0.3,0.0,1.0,42021.0,82.9,31.3
PA,cumbola cdp,96.6,0.2,0.0,0.5,3.2,96.6,0.2,0.0,0.5,3.2,42153.0,89.9,11.5
PA,curtisville cdp,97.9,0.4,0.6,0.2,0.7,97.9,0.4,0.6,0.2,0.7,40491.0,92.4,0.0
PA,curwensville borough,98.7,0.5,0.1,0.1,0.2,98.7,0.5,0.1,0.1,0.2,35689.0,92.2,17.8
PA,daisytown borough,100.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.3,51750.0,90.6,5.1
PA,dale borough,89.1,6.1,0.2,0.2,2.6,89.1,6.1,0.2,0.2,2.6,28783.0,83.1,23.9
PA,dallas borough,97.0,0.7,0.0,1.4,0.9,97.0,0.7,0.0,1.4,0.9,76103.0,96.5,6.2
PA,dallastown borough,94.1,2.6,0.1,0.1,4.0,94.1,2.6,0.1,0.1,4.0,44400.0,86.4,21.5
PA,dalmatia cdp,96.5,0.8,0.2,0.0,0.8,96.5,0.8,0.2,0.0,0.8,41083.0,86.3,12.0
PA,dalton borough,97.6,0.1,0.2,1.3,1.0,97.6,0.1,0.2,1.3,1.0,76014.0,98.0,5.2
PA,danville borough,93.8,1.1,0.2,2.3,3.7,93.8,1.1,0.2,2.3,3.7,36735.0,88.5,18.8
PA,darby borough,16.2,78.9,0.2,0.7,2.1,16.2,78.9,0.2,0.7,2.1,33750.0,85.8,32.2
PA,darlington borough,98.8,0.0,0.0,1.2,0.4,98.8,0.0,0.0,1.2,0.4,38750.0,88.8,41.2
PA,dauberville cdp,97.4,1.7,0.0,0.0,2.4,97.4,1.7,0.0,0.0,2.4,73182.0,93.5,1.1
PA,dauphin borough,97.3,0.8,0.0,0.5,1.4,97.3,0.8,0.0,0.5,1.4,64583.0,95.5,4.5
PA,davidsville cdp,99.6,0.0,0.0,0.3,0.4,99.6,0.0,0.0,0.3,0.4,51694.0,94.2,0.0
PA,dawson borough,96.2,1.1,0.3,0.0,0.0,96.2,1.1,0.3,0.0,0.0,38750.0,89.0,17.6
PA,dayton borough,97.6,0.0,0.0,0.4,0.0,97.6,0.0,0.0,0.4,0.0,41071.0,93.4,30.4
PA,deemston borough,98.3,0.3,0.4,0.3,0.8,98.3,0.3,0.4,0.3,0.8,52500.0,90.8,8.7
PA,deer lake cdp,98.8,0.2,0.0,0.0,0.2,98.8,0.2,0.0,0.0,0.2,59447.0,100.0,0.0
PA,deer lake borough,97.2,0.6,0.3,1.0,1.0,97.2,0.6,0.3,1.0,1.0,71875.0,95.1,2.4
PA,defiance cdp,98.7,0.4,0.0,0.0,0.4,98.7,0.4,0.0,0.0,0.4,57188.0,100.0,7.6
PA,delano cdp,99.4,0.0,0.0,0.3,0.6,99.4,0.0,0.0,0.3,0.6,46375.0,94.3,2.4
PA,delaware water gap borough,85.5,7.2,0.1,3.9,7.2,85.5,7.2,0.1,3.9,7.2,45313.0,99.0,9.6
PA,delmont borough,95.8,0.9,0.2,1.5,1.7,95.8,0.9,0.2,1.5,1.7,66293.0,93.9,9.2
PA,delta borough,95.7,1.5,0.3,0.4,1.4,95.7,1.5,0.3,0.4,1.4,45833.0,89.7,19.1
PA,denver borough,94.4,0.8,0.3,1.5,4.2,94.4,0.8,0.3,1.5,4.2,62614.0,88.7,8.2
PA,derry borough,98.2,0.6,0.1,0.3,0.8,98.2,0.6,0.1,0.3,0.8,42550.0,93.3,17.0
PA,devon cdp,92.5,1.1,0.0,4.4,2.1,92.5,1.1,0.0,4.4,2.1,176042.0,96.8,1.2
PA,dewart cdp,97.8,0.7,0.0,0.3,1.3,97.8,0.7,0.0,0.3,1.3,64111.0,86.6,5.1
PA,dickson city borough,95.9,1.0,0.1,0.7,3.8,95.9,1.0,0.1,0.7,3.8,42887.0,92.4,11.2
PA,dicksonville cdp,99.1,0.2,0.0,0.0,0.6,99.1,0.2,0.0,0.0,0.6,32125.0,94.1,33.0
PA,dillsburg borough,95.6,0.9,0.2,1.1,1.7,95.6,0.9,0.2,1.1,1.7,46322.0,91.7,6.9
PA,donaldson cdp,99.7,0.0,0.3,0.0,0.3,99.7,0.0,0.3,0.0,0.3,43438.0,91.9,20.9
PA,donegal borough,99.2,0.0,0.0,0.8,0.0,99.2,0.0,0.0,0.8,0.0,31250.0,72.8,32.9
PA,donora borough,79.7,15.1,0.1,0.4,3.1,79.7,15.1,0.1,0.4,3.1,34750.0,90.3,25.0
PA,dormont borough,94.2,2.1,0.1,1.5,2.5,94.2,2.1,0.1,1.5,2.5,55975.0,96.2,6.6
PA,dorneyville cdp,91.8,2.6,0.0,3.2,3.6,91.8,2.6,0.0,3.2,3.6,88056.0,96.6,1.1
PA,douglassville cdp,93.1,1.3,0.0,2.0,5.1,93.1,1.3,0.0,2.0,5.1,40000.0,95.2,30.9
PA,dover borough,94.4,2.0,0.1,0.5,2.5,94.4,2.0,0.1,0.5,2.5,51422.0,84.2,10.9
PA,downingtown borough,79.3,12.0,0.1,2.7,7.2,79.3,12.0,0.1,2.7,7.2,58423.0,89.7,8.4
PA,doylestown borough,94.8,1.3,0.1,1.9,2.0,94.8,1.3,0.1,1.9,2.0,70299.0,94.1,5.7
PA,dravosburg borough,94.4,3.0,0.7,0.3,1.1,94.4,3.0,0.7,0.3,1.1,42594.0,93.5,12.3
PA,drexel hill cdp,85.5,7.7,0.1,4.3,2.6,85.5,7.7,0.1,4.3,2.6,63642.0,94.9,8.1
PA,driftwood borough,94.0,1.5,0.0,0.0,0.0,94.0,1.5,0.0,0.0,0.0,33750.0,77.8,13.5
PA,dry tavern cdp,97.8,0.3,0.0,0.7,1.0,97.8,0.3,0.0,0.7,1.0,55625.0,94.9,10.2
PA,dryville cdp,97.7,0.0,0.3,0.0,2.5,97.7,0.0,0.3,0.0,2.5,81417.0,100.0,2.4
PA,dublin borough,90.5,1.4,0.1,2.0,8.9,90.5,1.4,0.1,2.0,8.9,54688.0,90.1,7.3
PA,dubois city,97.0,0.6,0.1,0.9,1.2,97.0,0.6,0.1,0.9,1.2,38714.0,91.5,20.7
PA,duboistown borough,98.7,0.1,0.1,0.4,0.8,98.7,0.1,0.1,0.4,0.8,48229.0,88.7,8.0
PA,dudley borough,99.5,0.5,0.0,0.0,0.0,99.5,0.5,0.0,0.0,0.0,42917.0,87.8,5.8
PA,dunbar borough,98.2,0.6,0.1,0.3,0.9,98.2,0.6,0.1,0.3,0.9,33711.0,82.0,12.0
PA,duncannon borough,97.2,0.9,0.1,0.3,2.4,97.2,0.9,0.1,0.3,2.4,48750.0,85.8,11.3
PA,duncansville borough,97.9,0.2,0.0,1.0,0.4,97.9,0.2,0.0,1.0,0.4,43750.0,91.6,9.9
PA,dunlevy borough,97.6,1.3,0.0,0.0,0.0,97.6,1.3,0.0,0.0,0.0,39792.0,91.1,15.1
PA,dunmore borough,95.2,1.1,0.1,1.8,2.3,95.2,1.1,0.1,1.8,2.3,49275.0,93.9,13.1
PA,dunnstown cdp,98.5,1.0,0.0,0.1,0.9,98.5,1.0,0.0,0.1,0.9,61042.0,90.5,6.7
PA,dupont borough,97.9,0.5,0.2,0.6,1.1,97.9,0.5,0.2,0.6,1.1,48191.0,90.2,17.1
PA,duquesne city,39.6,55.3,0.2,0.4,2.3,39.6,55.3,0.2,0.4,2.3,19776.0,88.5,40.2
PA,duryea borough,97.8,0.4,0.1,0.7,1.9,97.8,0.4,0.1,0.7,1.9,47625.0,93.4,16.3
PA,dushore borough,98.8,0.0,0.3,0.0,0.5,98.8,0.0,0.3,0.0,0.5,32727.0,91.8,19.4
PA,eagles mere borough,99.2,0.0,0.0,0.8,0.8,99.2,0.0,0.0,0.8,0.8,82250.0,100.0,2.5
PA,eagleview cdp,94.8,1.6,0.0,2.6,1.8,94.8,1.6,0.0,2.6,1.8,110128.0,98.6,1.6
PA,eagleville cdp (centre county),99.4,0.0,0.0,0.0,1.5,99.4,0.0,0.0,0.0,1.5,57679.0,84.8,6.7
PA,eagleville cdp (montgomery county),68.8,22.4,0.1,5.5,4.1,68.8,22.4,0.1,5.5,4.1,71618.0,88.1,6.4
PA,earlston cdp,99.3,0.4,0.0,0.1,0.3,99.3,0.4,0.0,0.1,0.3,50192.0,77.5,15.7
PA,east bangor borough,96.8,0.1,0.0,0.3,5.5,96.8,0.1,0.0,0.3,5.5,56023.0,82.6,12.6
PA,east berlin borough,96.2,0.7,0.1,0.7,2.6,96.2,0.7,0.1,0.7,2.6,56827.0,90.3,7.7
PA,east berwick cdp,96.5,0.2,0.1,0.6,3.4,96.5,0.2,0.1,0.6,3.4,47500.0,89.4,3.2
PA,east brady borough,98.7,0.1,0.1,0.0,0.6,98.7,0.1,0.1,0.0,0.6,37273.0,87.1,13.3
PA,east butler borough,97.0,0.4,0.0,0.0,1.0,97.0,0.4,0.0,0.0,1.0,44000.0,88.6,5.7
PA,east conemaugh borough,94.2,4.3,0.2,0.0,1.8,94.2,4.3,0.2,0.0,1.8,33068.0,86.8,19.8
PA,east earl cdp,96.4,0.7,0.2,1.3,2.8,96.4,0.7,0.2,1.3,2.8,90050.0,79.1,12.0
PA,east freedom cdp,96.1,1.6,0.0,0.3,0.6,96.1,1.6,0.0,0.3,0.6,34438.0,76.6,28.5
PA,east greenville borough,93.7,2.3,0.1,1.0,3.3,93.7,2.3,0.1,1.0,3.3,64750.0,91.3,5.7
PA,east lansdowne borough,30.5,55.8,0.1,8.8,4.3,30.5,55.8,0.1,8.8,4.3,65032.0,91.1,10.9
PA,eastlawn gardens cdp,95.0,1.1,0.1,1.5,3.1,95.0,1.1,0.1,1.5,3.1,94271.0,96.9,2.4
PA,east mckeesport borough,89.1,7.0,0.0,0.3,1.8,89.1,7.0,0.0,0.3,1.8,38977.0,93.2,11.6
PA,easton city,67.2,16.8,0.4,2.4,19.9,67.2,16.8,0.4,2.4,19.9,40575.0,81.3,22.3
PA,east petersburg borough,89.9,3.3,0.2,1.2,6.9,89.9,3.3,0.2,1.2,6.9,73938.0,94.0,8.3
PA,east pittsburgh borough,48.8,45.4,0.1,0.2,2.5,48.8,45.4,0.1,0.2,2.5,23824.0,89.6,27.7
PA,east prospect borough,96.7,1.2,0.0,0.2,2.5,96.7,1.2,0.0,0.2,2.5,52813.0,85.9,16.0
PA,east rochester borough,94.5,3.2,0.2,0.0,1.4,94.5,3.2,0.2,0.0,1.4,42222.0,91.0,10.1
PA,east salem cdp,97.3,0.0,0.5,0.5,2.7,97.3,0.0,0.5,0.5,2.7,45855.0,91.8,8.2
PA,east side borough,95.6,2.8,0.9,0.0,1.3,95.6,2.8,0.9,0.0,1.3,32321.0,89.3,13.5
PA,east stroudsburg borough,79.2,11.1,0.2,2.5,11.8,79.2,11.1,0.2,2.5,11.8,40833.0,85.1,25.3
PA,east uniontown cdp,90.2,6.8,0.2,0.5,0.8,90.2,6.8,0.2,0.5,0.8,35491.0,88.1,19.6
PA,eastvale borough,97.3,1.8,0.0,0.0,0.4,97.3,1.8,0.0,0.0,0.4,37500.0,82.9,28.7
PA,east vandergrift borough,95.3,1.9,0.1,0.6,1.0,95.3,1.9,0.1,0.6,1.0,40163.0,92.8,12.8
PA,east washington borough,90.3,5.3,0.1,1.0,2.0,90.3,5.3,0.1,1.0,2.0,65625.0,98.3,11.7
PA,east york cdp,88.7,4.1,0.2,4.2,3.8,88.7,4.1,0.2,4.2,3.8,59354.0,87.4,6.6
PA,eau claire borough,99.4,0.3,0.0,0.0,0.0,99.4,0.3,0.0,0.0,0.0,43333.0,78.8,21.4
PA,ebensburg borough,98.3,0.5,0.1,0.7,0.5,98.3,0.5,0.1,0.7,0.5,41250.0,91.3,10.3
PA,economy borough,98.2,0.6,0.1,0.4,0.8,98.2,0.6,0.1,0.4,0.8,75931.0,94.3,4.4
PA,eddington cdp,94.5,0.4,0.2,2.2,3.8,94.5,0.4,0.2,2.2,3.8,62250.0,91.6,18.9
PA,eddystone borough,82.7,11.7,0.1,1.3,4.4,82.7,11.7,0.1,1.3,4.4,47756.0,87.1,18.0
PA,edenburg cdp,95.9,1.2,0.0,0.6,1.2,95.9,1.2,0.0,0.6,1.2,77000.0,91.9,2.7
PA,edgewood borough,85.1,9.3,0.3,2.6,2.7,85.1,9.3,0.3,2.6,2.7,66964.0,97.8,9.4
PA,edgewood cdp,97.8,0.4,0.1,0.4,1.3,97.8,0.4,0.1,0.4,1.3,29609.0,81.1,22.2
PA,edgeworth borough,97.1,1.0,0.0,0.7,1.6,97.1,1.0,0.0,0.7,1.6,155170.0,99.5,2.2
PA,edie cdp,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,96250.0,100.0,0.0
PA,edinboro borough,92.0,4.8,0.2,1.0,1.4,92.0,4.8,0.2,1.0,1.4,34074.0,95.4,26.9
PA,edwardsville borough,89.1,5.2,0.4,0.8,5.4,89.1,5.2,0.4,0.8,5.4,35693.0,89.0,29.3
PA,effort cdp,85.4,6.6,0.1,1.9,9.9,85.4,6.6,0.1,1.9,9.9,83160.0,94.9,4.1
PA,egypt cdp,94.2,1.1,0.0,1.5,3.8,94.2,1.1,0.0,1.5,3.8,76464.0,93.8,3.3
PA,ehrenfeld borough,100.0,0.0,0.0,0.0,1.8,100.0,0.0,0.0,0.0,1.8,34844.0,84.6,15.6
PA,eighty four cdp,98.9,0.6,0.0,0.2,0.3,98.9,0.6,0.0,0.2,0.3,44688.0,85.0,4.4
PA,elco borough,98.1,0.6,0.0,0.3,0.0,98.1,0.6,0.0,0.3,0.0,32500.0,79.7,22.8
PA,elderton borough,95.2,0.0,0.0,0.0,1.7,95.2,0.0,0.0,0.0,1.7,41250.0,89.5,20.5
PA,eldred borough,96.5,0.1,0.1,0.2,2.4,96.5,0.1,0.1,0.2,2.4,39868.0,90.6,14.2
PA,elgin borough,99.5,0.5,0.0,0.0,0.0,99.5,0.5,0.0,0.0,0.0,57500.0,94.1,2.4
PA,elim cdp,95.7,1.2,0.2,1.5,0.8,95.7,1.2,0.2,1.5,0.8,62467.0,94.4,3.2
PA,elizabeth borough,92.0,4.9,0.3,0.2,1.3,92.0,4.9,0.3,0.2,1.3,37356.0,89.4,18.5
PA,elizabethtown borough,94.8,1.2,0.2,1.1,3.3,94.8,1.2,0.2,1.1,3.3,51986.0,92.6,10.8
PA,elizabethville borough,97.7,0.4,0.0,0.7,0.7,97.7,0.4,0.0,0.7,0.7,36250.0,83.0,19.5
PA,elkland borough,98.0,0.3,0.2,0.1,0.9,98.0,0.3,0.2,0.1,0.9,38000.0,88.6,19.3
PA,ellport borough,97.8,0.3,0.0,0.4,1.4,97.8,0.3,0.0,0.4,1.4,43676.0,89.5,8.5
PA,ellsworth borough,95.9,2.4,0.1,0.0,0.8,95.9,2.4,0.1,0.0,0.8,47188.0,83.2,22.2
PA,ellwood city borough,97.0,1.1,0.1,0.3,1.3,97.0,1.1,0.1,0.3,1.3,40497.0,89.7,13.0
PA,elverson borough,98.1,0.6,0.1,0.5,1.6,98.1,0.6,0.1,0.5,1.6,55833.0,89.9,6.3
PA,elysburg cdp,98.0,0.5,0.2,0.7,1.0,98.0,0.5,0.2,0.7,1.0,60881.0,92.6,7.1
PA,emerald lakes cdp,60.5,24.3,0.7,2.8,24.2,60.5,24.3,0.7,2.8,24.2,57357.0,91.3,5.6
PA,emigsville cdp,90.8,4.0,0.3,1.1,3.7,90.8,4.0,0.3,1.1,3.7,49622.0,88.2,7.6
PA,emlenton borough,99.0,0.2,0.0,0.6,0.6,99.0,0.2,0.0,0.6,0.6,43056.0,92.0,25.9
PA,emmaus borough,93.4,1.6,0.2,1.5,4.7,93.4,1.6,0.2,1.5,4.7,54029.0,90.9,8.2
PA,emporium borough,98.1,0.5,0.4,0.4,0.6,98.1,0.5,0.4,0.4,0.6,34886.0,89.0,18.3
PA,emsworth borough,91.8,4.4,0.0,1.7,1.0,91.8,4.4,0.0,1.7,1.0,52200.0,94.3,5.0
PA,englewood cdp,99.2,0.4,0.0,0.0,0.0,99.2,0.4,0.0,0.0,0.0,39115.0,95.5,0.0
PA,enhaut cdp,78.3,11.4,0.4,0.4,8.6,78.3,11.4,0.4,0.4,8.6,42885.0,78.4,4.8
PA,enlow cdp,96.2,1.1,0.0,1.2,0.9,96.2,1.1,0.0,1.2,0.9,37262.0,85.2,13.7
PA,enola cdp,89.9,3.4,0.3,1.8,4.0,89.9,3.4,0.3,1.8,4.0,48986.0,90.9,11.7
PA,enon valley borough,99.7,0.0,0.0,0.0,1.0,99.7,0.0,0.0,0.0,1.0,38625.0,90.6,11.4
PA,ephrata borough,94.0,1.0,0.2,1.3,5.2,94.0,1.0,0.2,1.3,5.2,51300.0,87.8,10.8
PA,erie city,75.0,16.8,0.3,1.5,6.9,75.0,16.8,0.3,1.5,6.9,34253.0,86.9,26.6
PA,ernest borough,97.6,1.7,0.0,0.0,2.2,97.6,1.7,0.0,0.0,2.2,51786.0,92.9,6.8
PA,espy cdp,96.5,1.2,0.0,1.0,1.8,96.5,1.2,0.0,1.0,1.8,52853.0,90.3,7.9
PA,etna borough,95.7,1.4,0.1,0.7,1.9,95.7,1.4,0.1,0.7,1.9,45493.0,92.1,11.5
PA,evansburg cdp,82.8,2.7,0.1,12.6,2.5,82.8,2.7,0.1,12.6,2.5,116731.0,97.9,3.7
PA,evans city borough,98.4,0.4,0.0,0.5,0.8,98.4,0.4,0.0,0.5,0.8,47000.0,90.9,4.4
PA,everett borough,96.9,1.3,0.1,0.1,1.4,96.9,1.3,0.1,0.1,1.4,26915.0,85.8,33.0
PA,everson borough,95.5,2.1,0.0,0.5,1.5,95.5,2.1,0.0,0.5,1.5,34167.0,87.7,15.6
PA,exeter borough,97.2,1.2,0.1,0.5,1.1,97.2,1.2,0.1,0.5,1.1,38862.0,90.5,11.3
PA,export borough,98.3,0.7,0.0,0.5,0.0,98.3,0.7,0.0,0.5,0.0,40132.0,93.8,11.3
PA,exton cdp,75.7,4.1,0.2,17.5,1.9,75.7,4.1,0.2,17.5,1.9,76051.0,95.5,5.8
PA,factoryville borough,92.5,4.6,0.1,0.7,4.0,92.5,4.6,0.1,0.7,4.0,55078.0,96.0,5.1
PA,fairchance borough,95.9,2.7,0.2,0.0,0.6,95.9,2.7,0.2,0.0,0.6,39327.0,90.6,16.7
PA,fairdale cdp,98.9,0.0,0.0,0.3,0.4,98.9,0.0,0.0,0.3,0.4,35458.0,85.0,16.1
PA,fairfield borough,95.5,2.4,0.0,0.2,2.4,95.5,2.4,0.0,0.2,2.4,51875.0,88.6,13.4
PA,fairhope cdp,99.0,0.5,0.1,0.2,0.2,99.0,0.5,0.1,0.2,0.2,67266.0,98.8,6.5
PA,fairless hills cdp,87.3,3.8,0.1,5.6,3.6,87.3,3.8,0.1,5.6,3.6,61739.0,93.2,8.7
PA,fairview borough,96.0,2.5,0.0,0.0,0.0,96.0,2.5,0.0,0.0,0.0,53125.0,82.1,19.5
PA,fairview cdp,97.9,0.6,0.1,0.4,1.7,97.9,0.6,0.1,0.4,1.7,64231.0,95.7,4.4
PA,fairview-ferndale cdp,98.6,0.5,0.1,0.0,1.1,98.6,0.5,0.1,0.0,1.1,39688.0,85.2,10.9
PA,falls creek borough,98.0,0.4,0.2,0.2,1.0,98.0,0.4,0.2,0.2,1.0,42112.0,91.6,12.7
PA,fallston borough,94.7,2.6,0.0,0.0,0.8,94.7,2.6,0.0,0.0,0.8,39792.0,95.6,9.7
PA,falmouth cdp,99.3,0.0,0.2,0.0,1.4,99.3,0.0,0.2,0.0,1.4,48036.0,86.3,10.8
PA,farmersville cdp,99.1,0.1,0.2,0.0,1.0,99.1,0.1,0.2,0.0,1.0,37692.0,43.3,25.4
PA,farmington cdp,98.8,0.1,0.0,0.4,0.5,98.8,0.1,0.0,0.4,0.5,43871.0,94.4,37.4
PA,farrell city,45.4,48.8,0.2,0.2,1.4,45.4,48.8,0.2,0.2,1.4,29806.0,86.1,22.5
PA,fawn grove borough,99.1,0.0,0.0,0.2,0.4,99.1,0.0,0.0,0.2,0.4,62000.0,93.7,4.0
PA,fawn lake forest cdp,93.4,4.2,0.1,0.5,3.3,93.4,4.2,0.1,0.5,3.3,62125.0,96.5,12.8
PA,faxon cdp,96.8,1.3,0.1,1.1,0.9,96.8,1.3,0.1,1.1,0.9,43776.0,94.2,4.0
PA,fayette city borough,97.7,0.2,0.0,1.0,1.5,97.7,0.2,0.0,1.0,1.5,33000.0,87.3,20.2
PA,fayetteville cdp,91.0,4.1,0.4,0.6,3.7,91.0,4.1,0.4,0.6,3.7,45333.0,92.2,12.7
PA,feasterville cdp,89.3,3.8,0.1,3.3,4.5,89.3,3.8,0.1,3.3,4.5,54665.0,92.6,12.1
PA,fellsburg cdp,97.5,0.7,0.0,0.3,1.7,97.5,0.7,0.0,0.3,1.7,60938.0,93.6,7.3
PA,felton borough,98.8,0.6,0.0,0.0,1.6,98.8,0.6,0.0,0.0,1.6,58438.0,86.0,13.1
PA,ferndale borough,97.1,1.2,0.1,0.1,1.4,97.1,1.2,0.1,0.1,1.4,41758.0,93.7,19.7
PA,fernville cdp,97.5,0.2,0.0,1.1,1.4,97.5,0.2,0.0,1.1,1.4,62500.0,94.6,6.7
PA,finleyville borough,93.3,4.1,0.0,0.7,2.0,93.3,4.1,0.0,0.7,2.0,35069.0,95.1,25.6
PA,fivepointville cdp,97.3,0.1,0.0,1.3,2.0,97.3,0.1,0.0,1.3,2.0,59864.0,88.6,6.0
PA,fleetwood borough,95.8,0.9,0.1,0.8,3.4,95.8,0.9,0.1,0.8,3.4,63375.0,89.8,6.2
PA,flemington borough,96.6,0.8,0.0,1.4,0.8,96.6,0.8,0.0,1.4,0.8,43365.0,90.5,15.3
PA,flourtown cdp,90.6,5.3,0.1,2.1,1.8,90.6,5.3,0.1,2.1,1.8,96613.0,96.4,3.4
PA,flying hills cdp,93.6,2.8,0.2,2.1,3.7,93.6,2.8,0.2,2.1,3.7,55461.0,92.9,6.5
PA,folcroft borough,67.1,26.0,0.3,2.9,4.6,67.1,26.0,0.3,2.9,4.6,52246.0,90.8,20.4
PA,folsom cdp,93.1,3.4,0.1,1.8,1.8,93.1,3.4,0.1,1.8,1.8,79702.0,95.0,3.5
PA,foot of ten cdp,98.2,0.4,0.0,0.1,0.4,98.2,0.4,0.0,0.1,0.4,58194.0,83.0,3.3
PA,force cdp,99.6,0.0,0.0,0.0,1.2,99.6,0.0,0.0,0.0,1.2,45455.0,79.5,9.8
PA,ford city borough,95.6,2.9,0.1,0.1,1.1,95.6,2.9,0.1,0.1,1.1,36071.0,90.8,23.5
PA,ford cliff borough,96.5,0.8,0.0,1.9,0.5,96.5,0.8,0.0,1.9,0.5,48125.0,93.0,12.2
PA,forest city borough,96.7,0.9,0.1,0.6,1.5,96.7,0.9,0.1,0.6,1.5,38625.0,86.1,20.3
PA,forest hills borough,87.7,9.1,0.1,1.2,1.3,87.7,9.1,0.1,1.2,1.3,64861.0,98.1,7.0
PA,forestville cdp,99.5,0.0,0.0,0.2,0.2,99.5,0.0,0.0,0.2,0.2,44375.0,86.6,7.7
PA,forksville borough,94.5,2.1,2.8,0.0,0.0,94.5,2.1,2.8,0.0,0.0,27500.0,100.0,18.6
PA,fort loudon cdp,96.8,0.5,0.1,0.3,2.0,96.8,0.5,0.1,0.3,2.0,34167.0,91.4,10.9
PA,fort washington cdp,87.5,4.5,0.1,6.2,1.8,87.5,4.5,0.1,6.2,1.8,114667.0,96.1,1.1
PA,forty fort borough,97.0,1.0,0.0,0.8,1.4,97.0,1.0,0.0,0.8,1.4,61351.0,97.6,8.7
PA,foster brook cdp,98.1,0.2,0.7,0.6,1.0,98.1,0.2,0.7,0.6,1.0,48264.0,91.8,12.2
PA,fountain hill borough,81.4,6.6,0.1,0.8,22.5,81.4,6.6,0.1,0.8,22.5,42040.0,85.5,14.6
PA,fountain springs cdp,97.1,1.8,0.4,0.0,1.4,97.1,1.8,0.4,0.0,1.4,36140.0,90.1,24.8
PA,foxburg borough,97.8,0.0,0.0,0.5,1.6,97.8,0.0,0.0,0.5,1.6,38750.0,89.4,9.0
